id,dir_genre1,dir_genre2,dir_genre3,actor1_genre1,actor1_genre2,actor1_genre3,actor2_genre1,actor2_genre2,actor2_genre3
52319,6,9,8,18,8,1,18,8,1
20927,14,6,18,0,6,16,6,3,14
213831,5,18,8,5,18,8,0,1,3
42211,16,11,6,6,16,11,6,16,11
12717,3,7,1,6,7,1,1,14,3
5637,4,16,6,6,4,18,4,16,3
1676,18,6,16,6,0,1,18,3,6
374493,2,0,1,2,18,8,2,18,15
201132,1,5,6,1,5,6,1,5,6
44183,4,6,0,6,0,14,3,9,6
231716,6,18,8,6,18,8,6,18,8
49352,11,3,4,11,18,8,11,18,8
341958,18,8,1,18,8,1,18,8,1
312398,14,18,8,16,14,11,11,9,6
112331,0,17,1,9,3,0,9,3,0
362455,19,19,19,19,19,19,19,19,19
102222,0,16,15,0,6,8,0,11,7
20661,6,14,3,6,3,18,3,6,18
117259,18,8,1,5,18,8,18,8,1
283807,18,8,1,18,8,1,18,8,1
161831,18,6,13,3,6,18,3,18,8
58985,3,6,12,1,2,3,3,12,6
75703,7,1,3,18,8,1,18,8,1
26471,0,6,8,0,6,8,0,6,8
280039,3,18,8,3,6,1,3,4,18
304791,14,3,6,6,14,3,14,3,6
314690,6,18,8,6,9,16,6,18,8
90219,14,3,18,14,3,18,14,3,18
80146,6,12,10,6,12,18,3,12,6
332230,6,5,18,5,18,8,5,18,8
418446,19,19,19,19,19,19,19,19,19
67535,6,17,18,6,4,18,6,8,2
208179,6,18,8,6,3,18,16,13,3
102962,3,0,4,3,6,18,3,18,8
56045,6,18,8,6,18,8,6,3,4
423363,11,18,8,11,18,8,11,18,8
61821,3,16,14,3,18,8,3,18,8
160166,3,7,18,6,7,14,3,7,18
333376,5,18,8,5,18,8,3,6,16
125181,9,0,11,3,18,8,0,1,8
151226,6,8,18,8,6,18,8,6,18
302898,5,18,8,5,18,8,5,18,8
380029,2,18,8,19,19,19,19,19,19
388039,6,18,16,16,3,6,0,6,3
200594,3,6,14,6,15,14,6,3,18
15011,16,11,18,16,11,18,16,11,18
153444,6,14,3,6,4,16,18,8,1
408730,14,3,6,16,13,6,18,8,1
357004,6,14,3,18,8,1,6,18,8
372776,19,19,19,19,19,19,19,19,19
251499,0,16,4,4,0,16,16,2,4
444800,18,8,1,18,8,1,18,8,1
255226,5,2,11,19,19,19,19,19,19
376598,3,11,6,3,11,6,19,19,19
273607,6,14,0,6,3,4,14,6,13
282663,6,14,18,6,18,8,6,18,8
280015,6,10,3,1,3,6,6,10,18
50507,3,11,0,3,11,18,0,3,11
14672,3,18,8,3,18,8,3,18,8
363046,16,13,18,16,13,11,16,13,18
218993,6,18,8,6,3,4,6,14,13
370628,14,3,8,14,3,18,3,14,6
346328,18,8,1,18,8,1,6,5,16
148278,0,6,11,0,6,5,0,15,3
94794,6,9,14,6,18,8,6,18,8
385755,16,14,13,16,14,13,16,14,13
64094,7,3,6,7,18,8,6,3,7
184852,11,6,3,9,16,4,16,4,18
40083,6,0,1,6,0,18,14,6,3
411074,18,8,1,18,8,1,18,8,1
95696,6,9,4,0,10,1,6,9,11
10707,3,14,6,3,6,18,3,6,7
300707,6,14,9,9,14,3,14,3,9
137648,5,6,12,19,19,19,19,19,19
197626,16,6,18,6,16,7,16,6,18
100121,6,16,14,1,6,18,3,6,16
384977,18,8,1,6,18,8,13,6,18
36741,4,6,3,3,9,17,3,18,8
383826,19,19,19,19,19,19,19,19,19
75379,0,16,8,0,16,8,0,16,8
108814,11,6,4,11,15,4,14,3,11
234016,18,8,1,14,16,4,3,18,8
75288,3,14,6,3,7,18,16,3,18
34683,3,6,9,3,6,9,3,18,8
405830,18,8,1,6,14,18,18,8,1
341236,5,18,8,19,19,19,19,19,19
359155,4,6,18,6,4,18,4,6,18
320283,6,14,7,18,8,1,6,10,17
218811,6,16,14,14,6,18,14,3,6
233230,18,8,1,18,8,1,18,8,1
32067,0,16,14,6,16,0,3,0,14
25551,6,14,16,3,14,6,4,6,17
174490,2,3,7,2,3,7,18,8,1
363740,3,6,14,6,3,14,6,3,14
440529,12,5,18,19,19,19,19,19,19
1558,3,6,18,6,3,16,3,6,18
12777,6,14,3,6,16,14,6,14,16
420510,3,18,8,18,8,1,3,6,0
233037,18,8,1,9,14,6,18,8,1
10169,4,6,3,0,3,16,3,4,6
13457,6,3,4,6,14,3,6,18,3
352014,3,18,8,3,16,13,3,6,18
99637,6,5,9,6,9,16,16,11,0
182127,6,11,0,0,16,3,0,3,1
67494,6,14,3,6,4,3,14,6,18
247031,2,3,6,19,19,19,19,19,19
117880,3,0,17,3,4,13,3,6,4
262905,6,14,9,6,18,8,6,18,8
290698,14,3,18,3,6,16,3,14,6
26256,19,19,19,18,8,1,18,8,1
88030,6,3,5,5,9,8,9,5,8
126122,3,12,6,6,3,13,6,14,3
405507,18,8,1,18,8,1,18,8,1
83206,6,16,3,16,3,6,6,14,9
28444,3,4,11,4,11,18,4,11,18
245520,12,10,6,3,6,18,3,18,8
197934,6,14,10,18,8,1,6,18,8
372015,2,18,8,19,19,19,19,19,19
424107,11,6,18,6,18,8,6,18,8
23733,14,6,18,14,6,18,14,6,18
4944,6,3,16,16,4,6,6,4,16
401731,6,14,12,18,8,1,18,8,1
27459,3,18,8,6,3,16,3,18,8
160777,18,8,1,18,8,1,19,19,19
424318,6,18,8,6,18,8,6,18,8
448470,6,3,10,3,6,18,16,13,3
22176,6,3,9,3,6,0,6,18,8
21183,8,6,7,6,0,16,6,3,0
39254,3,7,6,0,1,15,0,15,6
176179,6,16,14,6,3,18,6,18,8
145244,3,1,18,3,0,4,3,13,2
318330,18,8,1,18,8,1,18,8,1
212101,2,8,3,19,19,19,19,19,19
95852,18,8,1,0,1,6,6,0,14
40206,3,6,12,3,0,14,3,6,16
31589,6,0,3,6,0,1,6,14,16
48238,0,13,4,0,9,16,9,0,16
311034,5,18,8,5,18,8,19,19,19
377153,6,0,4,14,6,3,6,18,8
171858,19,19,19,19,19,19,19,19,19
46112,14,3,18,3,14,16,3,14,9
11258,16,18,8,6,16,4,16,6,14
200453,3,6,12,3,14,6,3,14,6
251702,3,6,18,3,6,18,3,6,18
169340,6,16,18,6,18,8,6,18,8
144988,18,8,1,19,19,19,19,19,19
20779,3,18,8,3,10,6,3,18,8
232270,18,14,6,5,18,8,18,8,1
104577,6,0,16,6,18,8,6,18,8
32868,6,3,18,3,6,16,3,6,16
241230,3,14,0,18,8,1,12,3,14
434382,18,8,1,16,11,8,18,8,1
382269,6,18,8,6,4,18,6,18,8
295964,6,3,18,6,3,16,3,6,18
388468,3,7,18,3,2,6,6,18,8
398606,3,6,7,3,6,0,6,3,13
116094,14,6,18,14,6,18,6,14,3
121899,6,14,3,12,18,14,12,6,3
241044,6,14,3,14,3,6,14,3,6
29459,0,6,1,0,9,1,0,6,9
81042,3,4,0,6,4,3,6,4,18
426041,6,17,14,6,18,8,6,18,8
112720,3,12,18,3,12,18,3,12,18
26517,11,6,15,5,11,18,11,18,8
205793,6,3,12,6,14,3,14,3,12
119339,0,16,9,18,8,1,18,8,1
341864,6,18,8,6,18,8,6,18,8
39697,16,6,18,16,6,18,16,6,18
46408,6,3,18,3,6,9,6,3,18
180534,19,19,19,19,19,19,19,19,19
74207,3,1,6,3,12,11,3,12,18
74359,6,5,18,5,6,18,5,6,18
77875,6,3,14,16,0,6,6,0,14
85866,0,7,11,7,18,8,11,0,7
334187,6,18,8,6,18,8,6,18,8
8944,6,3,16,6,3,4,6,0,16
414403,2,18,8,2,18,8,19,19,19
395292,6,14,1,6,14,3,6,18,8
77480,6,3,9,6,18,8,6,18,8
59350,14,6,18,14,6,18,18,14,6
206793,16,13,4,16,4,13,16,13,18
315449,11,9,3,13,11,18,13,11,18
127006,3,6,18,6,8,18,6,18,8
174188,3,14,11,3,8,11,3,6,0
80500,6,3,12,3,14,12,16,13,3
295342,6,3,1,6,3,14,3,6,18
33300,3,18,8,3,6,7,3,0,4
203329,5,18,8,5,18,8,5,18,8
68540,6,3,14,3,9,5,3,18,8
282284,6,3,18,6,18,8,6,18,8
349243,6,17,9,6,18,8,6,18,8
154379,6,13,3,5,18,8,19,19,19
220987,2,3,18,19,19,19,19,19,19
322594,0,15,8,0,15,8,9,8,1
67619,5,18,8,6,3,13,5,18,8
162862,14,6,3,3,14,6,6,4,0
389832,16,11,18,16,11,18,16,11,18
330127,5,10,7,5,10,7,3,5,10
203888,11,0,1,3,15,9,4,6,16
54177,0,6,16,0,6,16,0,6,8
433445,3,18,8,6,16,9,3,6,18
122178,12,5,18,18,8,1,18,8,1
395936,7,1,3,3,7,18,3,7,18
129437,3,6,1,6,14,3,6,16,14
2181,6,18,15,3,1,14,3,6,18
220975,0,15,6,0,16,4,0,4,8
198669,6,17,14,18,8,1,18,8,1
417479,14,6,18,14,18,8,14,18,8
49410,3,5,18,3,18,8,3,18,8
285715,5,18,8,5,18,8,5,18,8
402353,3,11,18,3,14,6,3,14,11
261169,5,18,8,19,19,19,19,19,19
254013,3,10,6,8,11,6,8,11,18
305923,3,6,18,6,1,13,6,18,8
306479,18,8,1,18,8,1,18,8,1
214715,2,3,7,2,3,7,2,7,3
56929,8,15,6,8,15,6,8,15,6
329164,6,18,8,6,18,8,6,18,8
116468,11,6,9,0,16,14,0,16,14
42757,6,14,16,6,16,3,16,6,18
21409,6,9,16,9,6,8,9,6,8
124825,3,6,0,3,4,11,6,14,3
436228,19,19,19,5,18,8,19,19,19
219783,5,18,8,5,18,8,5,18,8
430843,6,14,17,18,8,1,18,8,1
21764,3,6,8,14,3,18,14,3,18
131578,3,13,4,5,3,13,3,13,4
261308,3,0,16,4,1,6,18,8,1
138341,6,14,3,3,6,14,6,16,14
32489,6,14,3,14,6,12,9,16,14
375251,6,3,9,3,6,18,3,6,18
139338,6,3,18,6,16,18,15,3,4
68895,0,8,1,0,16,8,18,11,17
151911,6,14,4,6,14,16,14,6,3
98541,5,18,8,5,18,8,5,18,8
42422,11,6,0,6,3,16,0,6,1
45614,6,16,14,0,16,6,6,17,18
370972,6,3,11,3,6,7,6,18,1
225724,11,18,8,11,18,8,11,18,8
20339,3,9,14,3,9,12,3,9,12
229676,18,0,1,18,14,0,18,14,8
8211,3,9,1,3,9,8,3,9,8
77801,5,18,8,5,18,8,5,18,8
144013,8,16,3,18,8,1,18,8,1
205957,6,14,7,6,3,4,6,18,8
197160,6,4,3,3,12,18,19,19,19
159487,14,6,18,6,0,14,6,0,14
147729,3,6,0,3,5,18,19,19,19
38357,3,6,14,6,3,16,14,3,6
387114,18,8,1,18,8,1,19,19,19
307,6,10,17,3,6,10,3,6,14
30494,6,1,0,6,14,18,6,18,8
67235,6,18,8,6,18,8,6,18,8
73718,9,6,0,9,6,0,9,6,0
269179,5,18,8,5,18,8,5,18,8
205557,3,1,18,3,0,4,6,4,9
43726,6,18,3,18,6,0,18,6,0
370160,6,0,16,4,12,6,3,11,7
24468,6,14,3,4,6,16,4,6,0
86790,6,13,16,16,13,4,16,18,8
79848,14,18,8,14,18,8,3,9,8
120240,16,13,6,6,16,1,16,1,13
74370,6,3,14,18,8,1,18,8,1
390046,3,18,8,3,18,8,18,8,1
372171,7,8,1,3,6,7,7,18,8
58997,6,4,18,11,15,1,15,11,18
293650,14,3,6,6,3,16,6,3,0
327703,6,16,11,6,18,8,6,18,8
44298,6,0,3,14,18,8,14,18,8
217728,18,9,16,19,19,19,19,19,19
417252,6,14,3,14,6,10,18,8,1
33623,6,13,11,13,6,18,13,6,18
354091,15,0,5,15,18,8,15,18,8
352684,6,10,17,6,14,10,6,10,17
60015,19,19,19,19,19,19,19,19,19
314064,18,8,1,6,0,16,19,19,19
207672,6,4,18,18,6,15,4,6,18
54184,2,7,3,2,7,0,2,7,18
187613,2,3,7,19,19,19,19,19,19
81400,3,7,6,6,14,16,14,3,6
81071,9,8,1,14,9,3,6,14,4
387549,14,6,3,14,13,12,0,6,14
419631,14,4,18,14,4,18,14,4,18
411704,18,8,1,11,18,8,18,8,1
440700,18,8,1,18,8,1,18,8,1
38045,18,15,4,4,15,16,15,4,11
384583,3,6,0,3,6,0,0,3,6
265711,3,18,8,3,6,12,3,18,8
27336,16,11,18,0,16,15,11,16,15
21627,0,16,1,3,4,11,0,3,6
401070,6,15,14,6,18,8,6,18,8
264596,6,3,0,0,6,16,6,14,3
83339,8,3,6,18,11,8,8,18,1
41496,3,6,18,6,0,3,3,6,18
92296,6,0,16,3,7,1,14,3,16
200027,3,0,16,3,6,18,6,9,16
215478,8,7,18,8,7,18,8,7,18
59011,19,19,19,19,19,19,19,19,19
67193,18,8,1,18,8,1,18,8,1
58504,6,13,3,0,6,4,6,14,16
111723,6,12,10,6,17,18,18,8,1
382461,6,18,8,6,18,8,6,18,8
214948,2,5,3,2,5,3,19,19,19
45362,2,7,3,2,7,18,2,7,18
259950,0,8,1,6,0,14,0,8,1
186970,6,0,16,6,18,8,6,18,8
170234,6,14,3,6,16,15,3,14,6
74055,9,3,8,9,3,8,9,3,8
72051,0,6,8,6,14,0,6,9,14
36056,16,13,6,14,16,12,6,17,16
190215,6,3,14,6,14,9,6,14,0
54354,6,14,18,18,8,1,18,8,1
344176,6,18,8,6,18,8,3,6,18
218631,6,18,8,6,18,8,6,18,8
41771,11,18,8,11,6,14,11,18,8
298360,18,8,1,19,19,19,19,19,19
95858,6,0,4,6,7,1,1,7,18
158476,18,8,1,18,8,1,6,3,9
126097,18,8,1,12,5,18,1,3,6
58960,9,5,6,6,9,3,9,5,6
359517,0,6,8,6,3,18,3,6,14
176606,6,9,12,3,7,17,4,6,18
72823,18,6,4,4,6,18,4,6,18
20495,3,14,9,6,14,0,6,3,0
143047,15,3,18,6,3,15,0,15,3
123881,0,4,8,18,8,1,18,8,1
398258,5,18,8,5,18,8,5,18,8
392062,3,6,18,6,3,16,3,14,6
357919,1,6,17,3,6,4,18,8,1
252314,5,18,8,5,1,18,5,18,8
432167,0,14,3,0,14,3,0,14,3
357889,19,19,19,19,19,19,19,19,19
36075,11,6,16,11,18,8,11,18,8
20330,6,16,4,6,18,0,6,14,12
234333,2,3,7,2,7,16,2,3,18
174967,6,1,14,14,3,6,18,15,14
67905,0,6,4,0,6,4,0,8,1
335951,19,19,19,5,18,8,5,1,6
331378,4,6,18,16,6,4,4,6,18
200721,16,18,8,16,18,8,16,11,18
61548,6,14,3,4,6,16,3,14,6
39041,6,18,8,6,18,8,11,6,16
59521,4,0,16,6,16,14,16,4,6
63888,6,16,0,6,14,0,6,3,14
39472,6,16,14,6,3,4,6,18,14
189364,3,18,8,6,9,16,3,18,8
75802,3,14,6,14,3,6,14,3,18
116478,9,16,6,3,9,16,16,9,6
236952,2,3,7,2,3,7,2,3,7
430584,18,8,1,18,8,1,18,8,1
150249,6,14,3,6,3,14,6,3,14
230826,9,3,8,3,11,0,9,3,8
410849,14,3,6,9,14,6,9,6,7
54430,3,14,18,6,14,3,14,13,3
186254,5,18,8,16,6,11,5,18,8
55137,19,19,19,19,19,19,19,19,19
40440,12,5,18,12,5,18,12,5,6
200732,6,16,18,6,18,8,6,18,8
13539,14,6,7,14,3,6,0,6,7
53283,3,7,18,3,7,18,3,7,18
343478,3,11,18,3,11,18,3,11,18
122700,6,14,17,18,8,1,18,8,1
149469,19,19,19,19,19,19,19,19,19
11775,4,16,3,16,4,6,14,6,3
436617,16,11,18,16,11,18,16,11,18
329058,2,18,8,19,19,19,19,19,19
9359,3,6,0,0,6,1,6,3,0
243752,14,3,18,14,3,18,14,6,15
300893,0,6,8,6,0,12,0,6,8
45110,16,6,0,6,16,0,16,14,6
287497,6,18,8,6,18,8,6,18,8
269504,7,18,8,7,18,8,7,18,8
148720,6,14,18,14,6,3,6,0,14
49476,3,18,8,6,0,16,3,18,8
9908,6,16,3,6,16,4,6,16,14
11169,6,4,0,0,16,13,6,0,16
189624,6,14,3,3,18,6,18,8,1
73211,6,0,16,6,0,8,0,6,8
54660,3,0,8,3,0,16,3,8,1
104098,18,6,1,18,8,1,6,14,3
105210,15,3,6,6,3,0,6,15,3
40415,3,16,14,3,6,14,3,18,8
150843,6,13,3,18,8,1,18,8,1
446013,18,8,1,18,8,1,6,18,8
382782,18,8,1,18,8,1,18,8,1
329786,5,18,8,19,19,19,19,19,19
20365,9,6,8,9,14,3,9,6,8
281562,3,14,18,14,3,18,3,14,6
134312,7,1,14,14,6,18,0,14,3
80236,5,6,18,5,6,18,5,6,18
23987,6,8,18,8,18,1,8,18,1
297587,18,8,1,18,8,1,18,8,1
392449,18,8,1,18,8,1,18,8,1
61959,5,10,18,19,19,19,19,19,19
142362,14,6,18,18,8,1,18,8,1
431811,3,7,8,3,6,7,3,14,18
3513,0,16,1,0,16,6,6,0,16
398690,3,6,7,3,6,18,3,6,18
316049,0,1,4,4,18,8,4,5,18
179183,2,5,7,5,7,8,19,19,19
112084,18,8,1,18,8,1,0,3,8
77237,18,8,1,18,8,1,18,8,1
302287,16,18,8,16,18,8,16,18,8
308968,18,8,1,18,8,1,3,16,9
126323,6,16,14,3,6,16,16,11,0
310605,6,9,14,19,19,19,19,19,19
56102,3,4,6,3,4,6,3,18,8
35635,7,1,2,1,3,7,1,3,7
11047,1,2,7,3,2,7,1,2,3
417332,5,18,8,5,18,8,5,18,8
31517,5,6,18,5,6,18,5,6,18
346386,6,18,8,16,6,0,6,18,8
330456,5,0,8,18,8,1,6,18,8
440702,18,8,1,6,18,8,3,18,8
193389,6,18,3,3,10,18,3,10,18
116146,18,8,1,5,18,8,18,8,1
408033,3,14,18,3,18,8,3,14,12
285312,6,7,9,14,6,7,14,6,7
388041,6,3,10,3,6,18,3,6,18
70412,6,4,11,6,16,4,9,11,3
29524,3,12,6,3,0,1,3,18,8
413839,3,11,18,3,11,18,3,11,18
200572,19,19,19,19,19,19,19,19,19
