id,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10
87487,-3738.4,-974.2,-39.2,160.9,-1574.2,696.0,581.5,1177.2,-25.4,-447.0
48463,-7289.0,-332.1,-158.0,345.5,-1574.6,784.6,-2724.1,-148.0,-273.3,204.2
70990,6712.2,-128.7,-117.5,-2316.0,-1662.3,1389.4,82.1,-2467.0,1464.5,-826.1
100750,-8601.6,1413.2,-943.2,38.5,775.5,2197.2,-1631.8,971.1,-286.5,339.0
126124,-6687.8,456.4,-1507.3,-1461.8,788.8,331.0,588.0,-974.9,987.9,-78.2
400172,-3006.6,800.7,-1036.4,1304.8,-938.5,-338.6,20.2,425.8,850.5,-78.5
261432,-3992.0,-2488.0,-2108.0,-786.8,-668.8,85.6,-380.5,-516.3,-1210.9,-1938.8
379002,4629.0,-2868.6,156.0,-207.0,1558.8,-1579.7,1003.2,-272.4,848.6,1522.9
192254,3264.2,1584.9,-703.1,-469.6,193.0,375.4,969.3,-416.8,-607.7,-861.8
377329,7101.3,-1577.9,-945.6,191.5,466.9,-453.2,-406.9,730.2,10.6,516.8
25682,-1141.7,-2527.5,-221.2,-2976.2,-627.0,465.6,-837.0,483.7,1105.2,50.8
379314,-7073.5,-198.3,1749.6,-864.8,14.9,-531.1,0.4,349.3,-151.5,161.4
438147,-1190.6,1527.8,-1267.5,-845.2,-1202.3,-68.2,-32.3,-251.2,714.9,144.1
218388,-1.0,-4705.9,-406.0,467.9,-297.7,1941.8,144.0,-211.3,-228.9,-1606.8
144954,-7438.6,-386.3,433.6,-230.9,947.9,-311.0,-237.7,-47.1,-119.3,133.2
87167,-917.6,611.6,1076.9,-181.6,-175.1,681.9,-58.0,-451.2,-431.4,674.5
151490,463.1,-4642.0,-2013.5,-864.1,-558.7,2274.7,1845.0,277.5,231.7,-2730.9
354299,-1842.3,702.0,881.2,1.9,237.1,-221.2,-65.9,-138.4,-194.9,-554.5
2768,-1871.8,827.1,3099.1,-3564.3,1930.2,-191.5,-322.2,194.9,-494.1,421.9
36069,-3310.1,-858.1,-552.5,629.4,3643.0,160.5,629.3,756.6,255.0,728.7
19042,-384.3,1072.8,-686.3,503.2,480.4,-211.3,506.1,-51.5,-36.4,-380.7
143631,-10093.6,195.6,831.2,18.0,208.8,513.4,-955.3,141.4,-118.1,308.7
167262,6026.1,-843.6,-533.9,54.1,659.0,608.9,665.8,565.8,-92.8,145.7
270050,5775.9,313.4,1640.8,1525.1,1991.0,198.2,87.5,-659.7,-993.6,-175.2
197788,4622.7,-804.2,253.3,-156.6,2093.0,-1173.2,237.9,1405.0,934.5,10.3
280187,3527.7,-61.2,527.5,1609.7,1090.4,-1014.5,680.8,1187.6,1871.9,2290.7
270210,-4286.2,-395.2,734.4,-384.2,-553.5,1063.8,1816.9,1865.7,-99.9,78.6
168171,-3125.6,2370.1,1573.2,7.5,628.8,-158.3,-365.4,551.0,354.3,-147.9
24959,-5855.6,2755.6,-2154.2,-563.6,1381.8,2472.8,-2200.8,-192.7,590.1,1367.7
359937,-196.6,-966.5,-854.4,-1631.0,1071.6,26.1,-407.0,133.1,1765.1,-1794.8
202262,3641.4,-6225.2,-4212.4,68.3,-83.4,-434.1,217.1,81.4,319.1,3255.3
240584,-247.5,-1345.7,2442.3,10.6,-1235.0,2328.0,1402.2,225.6,-23.2,710.7
22135,-683.1,1206.1,-3111.8,2322.6,-3688.8,1437.8,457.1,1169.8,-350.1,-4.5
409746,4586.6,1016.4,-714.0,-928.7,195.3,-233.3,585.7,-567.3,-320.9,591.0
367751,-3234.7,-737.7,623.5,-467.0,1373.8,877.7,-543.0,-1418.8,-159.6,457.9
257237,-5573.0,1313.7,399.5,-177.2,211.7,-483.4,-50.8,-45.1,112.0,896.8
86270,6378.3,-325.3,1378.5,1148.4,-1270.4,115.8,434.2,-808.5,-197.6,26.4
137622,-10150.1,242.1,973.8,-118.2,-438.9,-700.0,1235.5,-286.1,196.3,144.1
245305,-1145.0,-1294.5,513.0,-1084.2,-519.1,2027.4,1066.5,675.3,-9.7,-259.5
34835,-6508.2,83.2,486.9,566.6,707.6,40.1,-333.8,-339.7,-13.0,349.8
121141,51.1,-1771.0,3060.2,-638.4,-977.2,-283.2,-9.7,-91.5,-83.1,-96.6
269728,-3622.0,802.3,894.8,-1034.5,2372.3,-549.9,-986.4,-282.6,92.1,-84.9
69767,135.9,2267.6,-908.9,-1149.6,145.8,602.8,164.3,523.9,-521.6,-90.0
65345,9349.1,774.0,1467.5,709.8,-574.3,-2591.5,2004.0,-290.0,-78.8,-248.4
158993,72.1,203.8,346.8,-3682.5,-3243.5,806.6,20.2,-1968.3,-496.8,9.4
33666,9943.4,513.0,1095.5,2338.2,529.7,-984.5,-12.6,-783.9,-2878.6,53.6
317993,1601.6,1935.2,-3569.3,65.3,241.2,-92.8,1151.1,-26.1,12.2,-187.2
80161,-5495.2,-1377.9,-2548.4,387.1,1044.6,461.0,-1360.1,-234.3,-189.7,797.0
49279,-5524.1,1109.8,-323.9,408.6,-716.3,-848.0,-1636.9,686.1,-185.4,216.2
9299,-5736.3,3950.0,-4157.5,51.4,405.3,3417.4,-215.9,2203.0,-436.5,45.6
239,11745.1,1318.7,-674.5,-12.1,132.6,-530.9,381.2,-287.1,84.0,-187.7
400820,-5178.9,-351.8,354.9,-1235.8,1665.2,-643.8,-484.3,1202.1,704.8,-173.3
318470,-1695.2,2976.3,-4436.0,-152.7,3005.2,2178.1,147.2,-82.0,1055.8,12.2
313676,4341.3,6445.5,729.8,-541.6,521.2,966.5,302.2,-182.3,250.5,702.2
371560,-9074.5,364.7,789.7,885.9,-190.2,-899.4,389.1,349.6,-465.1,191.4
36226,-414.4,-314.2,526.7,3035.3,2686.2,-716.0,563.0,585.0,483.0,77.4
125720,499.3,5048.6,95.6,184.7,-360.4,-511.2,185.7,-60.4,478.5,-300.1
249172,-10836.1,-214.9,1731.2,-34.0,231.0,-526.7,134.1,-5.1,42.9,227.9
409632,-10130.6,87.3,1217.4,13.3,-320.0,-975.8,659.7,-137.9,41.5,189.6
257614,-7009.1,-458.2,1202.2,88.6,-14.6,-346.5,158.0,-63.0,41.7,252.5
119193,2149.9,-1402.6,-168.5,3334.9,2191.5,-848.8,-673.1,319.5,753.0,529.8
318001,4721.0,-2038.7,1968.9,-256.4,-757.6,429.2,-1004.0,114.2,-254.3,-227.4
104253,-738.8,-790.1,764.3,-341.0,-691.0,-1007.5,521.4,-913.5,-1803.1,-22.5
397873,-9013.8,615.2,880.2,248.3,-196.2,-424.3,412.1,-146.3,-752.2,313.9
137528,1162.9,984.8,-1700.7,-104.9,260.1,-187.4,-487.8,-230.2,-151.0,-373.8
235917,1091.0,-1693.5,611.8,974.6,-135.6,-416.1,-619.8,527.2,-383.8,-983.8
342695,5803.6,-587.3,1450.9,-440.8,393.9,2402.4,-9.3,272.2,141.6,-26.4
168998,251.0,4706.1,1395.5,-481.1,-360.6,-602.9,647.7,-212.6,506.7,2018.7
121562,-8511.6,1802.6,512.7,1847.7,-145.7,-636.7,334.0,600.1,-912.1,-287.3
31607,6329.0,-1730.7,2323.4,81.1,1839.6,1472.1,-2852.3,-901.5,650.6,-493.7
62522,7664.2,-206.0,546.2,-21.3,-180.2,1094.6,-1969.2,-160.5,-482.3,-564.0
221108,-91.2,-1893.4,1683.9,2145.8,761.6,1139.8,957.2,-743.9,107.3,-657.4
309540,7484.4,-408.0,1868.6,1581.5,2181.7,85.5,-152.4,1535.5,-2148.3,33.3
420440,-6441.9,-556.1,669.3,391.2,-1604.3,-1641.7,73.5,250.1,-1005.8,256.2
145874,12146.6,1831.5,-1293.1,-149.1,-319.5,238.7,-160.2,-228.4,-26.3,-179.8
216376,-5893.8,401.1,-248.1,-723.6,-981.3,-327.4,-3.4,-174.0,1815.6,231.2
86557,-9660.8,48.8,1666.5,-32.3,212.7,-481.6,107.7,-14.4,29.7,131.4
250538,2556.2,-2289.0,-742.7,75.6,3757.9,-578.3,-192.5,1784.8,2585.7,222.5
160650,8070.2,1759.8,-953.4,-26.4,219.8,240.7,-55.6,-152.5,75.7,-447.7
201417,-1222.1,2101.3,-2608.3,498.8,2058.4,1220.1,-999.6,-527.9,228.6,285.3
26255,10287.7,-106.4,1343.1,-317.8,1695.5,-2039.7,304.4,1290.6,774.3,-276.4
49529,-5219.6,2635.5,-1511.1,343.3,-72.0,1029.9,494.3,-137.1,355.3,223.2
160796,5407.5,-361.7,-2340.9,-2976.9,9.9,-1706.8,-1052.2,-1707.1,3743.1,44.7
262136,-2535.7,58.2,-2038.6,-3521.7,-3857.7,-2674.8,-568.9,2059.0,3626.1,-202.6
46892,1024.9,-3498.6,-3452.2,391.2,86.3,-750.1,-438.9,-399.7,-67.7,-3795.5
159277,122.0,-3226.2,1935.8,378.8,1424.0,2282.9,-110.5,-1570.8,984.5,-496.4
63765,-6677.9,1284.8,-556.5,1341.6,-21.4,-528.7,-96.2,648.5,-1294.0,186.8
148265,956.4,2566.7,-2905.8,-556.2,-4058.9,262.8,-824.8,823.0,-121.6,134.8
65208,-104.3,-2675.0,-603.1,960.6,619.2,536.5,340.3,621.2,-417.2,-657.4
392357,-10357.7,366.1,1375.4,-7.2,47.9,-512.9,571.3,-9.3,40.5,247.3
372625,3763.2,1412.7,-2860.1,103.1,988.9,1261.7,1548.1,1628.6,215.1,74.3
245992,4484.1,957.3,-1575.7,-2497.7,-1863.8,-1274.0,-412.5,-754.6,-547.6,157.7
43337,-8354.5,453.8,-530.1,357.3,-178.8,838.2,-26.0,14.7,163.9,-324.6
376026,-8136.6,1578.1,-1304.0,78.5,-2191.0,926.9,-292.9,-847.7,-314.5,248.8
275142,116.2,-199.6,1787.2,-2834.2,-1007.3,465.1,-377.7,-69.2,-1492.8,-50.5
442879,-7888.4,681.1,1487.5,-1570.7,169.7,-384.5,397.9,-24.2,-648.1,155.1
55362,457.6,-4718.3,-2881.5,-4.8,755.3,448.9,-496.8,-0.3,-118.1,-790.1
236182,-3827.3,1153.8,-74.1,126.1,-635.0,392.0,-961.3,296.4,-88.0,-76.0
128396,1067.4,3845.6,2154.9,-692.0,359.0,-257.1,188.7,-202.1,-94.0,-228.7
115054,-7025.6,-1892.6,-1227.2,280.4,71.7,621.5,-300.1,-464.2,-281.5,-1120.4
94630,-6486.6,-3584.5,-1525.6,-191.7,249.5,-169.7,-224.5,-74.1,398.5,-2032.7
265023,-5062.7,-460.5,2248.1,1225.4,210.7,-497.4,-672.9,-337.8,1293.9,98.1
361411,-6402.3,1783.0,-1118.0,-82.9,-1268.0,-1727.1,2437.2,-91.8,328.9,-91.7
369237,3322.1,3144.6,3450.3,-941.7,-160.8,-777.4,-257.6,-357.1,-896.9,645.9
74053,9258.4,483.2,62.1,-163.2,916.8,1680.6,-1204.6,141.9,-129.3,-1259.0
358748,3865.2,-124.7,-2113.5,115.6,-126.3,586.8,-608.9,25.1,-383.4,830.7
121361,-9799.2,442.1,645.8,292.6,60.8,342.5,-211.8,211.3,-671.2,271.5
441732,1445.0,4027.3,2043.8,97.1,-284.8,556.7,-294.4,673.9,-579.8,1931.7
266432,3568.3,-1240.4,-813.7,393.5,-886.2,-81.2,-29.0,-379.2,419.8,36.8
336411,-2781.4,1053.7,-510.9,-2326.4,-3818.2,-1666.4,80.8,1207.1,1422.3,-315.1
162684,-9912.5,258.7,987.4,71.1,256.3,444.4,-688.0,21.9,-108.9,486.5
410251,-2376.3,-2904.5,-2002.5,-273.1,751.9,-94.8,300.5,-138.4,272.9,1198.1
396104,-2391.6,577.9,1677.0,1319.9,1459.7,-1128.3,-346.9,-1293.2,1184.0,176.6
429850,-4777.8,3552.0,87.6,-604.4,-922.9,380.2,-795.5,1182.5,208.1,-530.4
289072,8519.4,-920.9,-2386.1,52.8,-44.1,178.6,-176.8,-13.0,52.2,899.9
49082,6916.9,-441.7,956.7,-18.0,547.5,1042.0,-2154.0,-697.7,68.5,608.3
362227,-4223.7,1917.1,-963.6,-1015.8,-1023.9,-162.1,-36.5,-325.0,746.4,-332.4
36549,-8769.8,828.8,169.9,294.4,1040.8,607.3,-497.7,-34.7,-416.4,258.1
110262,-845.1,-5255.3,-1402.2,-472.6,312.0,-1357.0,-194.0,-460.9,-112.9,2198.0
415817,-8734.1,1030.1,978.4,-427.9,-61.4,-58.7,130.9,560.6,175.1,-69.8
33060,-6303.7,-540.4,-337.5,714.6,2594.9,660.2,-694.0,-1086.5,1313.9,493.0
422560,-1926.6,-1294.8,1114.4,-802.3,-60.2,-853.5,-350.0,568.4,182.8,1380.0
142048,4697.3,-578.7,368.7,1374.5,54.5,2187.9,-310.0,1345.1,830.3,-505.3
145990,4724.1,2207.2,1115.0,1356.1,-1585.0,-1136.2,26.9,71.2,272.7,-874.8
45216,7522.5,-483.4,2203.6,-1431.8,923.3,-1474.9,-161.1,-113.2,-194.4,106.2
83403,12264.0,1899.0,-1396.1,45.2,-122.7,347.9,-305.2,-88.9,-64.8,-183.6
214694,3960.4,-1056.0,-1152.2,-354.3,-175.5,-77.7,-218.6,-942.2,-1756.3,-356.8
38010,3378.5,1858.7,421.4,275.9,-164.2,2383.6,-1290.4,674.5,68.2,-158.2
76329,7825.0,-802.5,229.4,472.9,-176.9,669.7,-1915.7,-154.2,75.5,-606.5
58051,7328.3,621.7,1388.0,-931.8,1303.4,578.5,-708.9,97.9,-818.5,71.0
294477,995.4,-872.7,3310.7,829.2,-1904.9,471.6,1921.5,951.9,32.7,-1010.1
140519,-135.5,-1040.1,-985.2,128.9,2530.0,-1871.9,-451.2,1326.2,-61.1,-303.6
